IDStations,Latitude,Longitude,Time,Altitude,AQ_pm10,AQ_pm25,AQ_co,AQ_nh3,AQ_nox,AQ_no2,AQ_so2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_mode_wind_direction_10m,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_mode_wind_direction_100m,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LI_pigs_v2,LI_bovine_v2,LA_hvi,LA_lvi,LA_land_use,LA_soil_use
STA-CH0033A,46.1603,8.93394,2020-03-20,203,21.59,16.85,NA,NA,23.53,18.35,4.057,6.924,0.9025,1.476,S,0.001006,0,91050,11460000,52.84,72.05,85.28,1.474,2.671,N,1464,12.96,1.946,0.5921,1.439e-5,3.068,1.561,3.561,1.858,NA,NA,NA,NA,2.675,2.332,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-21,203,24.89,19.59,NA,NA,17.35,14.46,2.721,7.833,0.8073,1.469,N,0.002345,0,90470,13540000,49.24,71.35,90.28,1.388,2.446,N,1368,14.9,1.974,0.6118,1.432e-5,3.119,1.557,3.565,1.869,NA,NA,NA,NA,2.687,2.336,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-22,203,29.29,24.46,NA,NA,7.539,7.254,0.836,5.265,0.5797,1.256,NW,0.008936,1,90710,3969000,83.28,91.65,97.87,0.8271,2.043,N,509,12.72,2.002,0.6333,1.425e-5,3.172,1.554,3.569,1.879,NA,NA,NA,NA,2.699,2.34,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-23,203,16.64,10.35,NA,NA,8.892,8.502,0.4787,0.349,1.099,1.503,N,0.002375,6,91210,9265000,64.05,78.53,93.82,1.482,2.078,N,866,161.6,2.03,0.6567,1.419e-5,3.226,1.551,3.573,1.888,NA,NA,NA,NA,2.711,2.344,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-24,203,17.51,12.48,NA,NA,15.31,13.24,1.722,0.2046,0.7256,1.374,N,0.002388,0,91060,12100000,55.64,67.38,80.74,1.228,2.347,N,1251,32.29,2.058,0.6821,1.413e-5,3.282,1.548,3.575,1.896,NA,NA,NA,NA,2.723,2.349,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-25,203,19.13,14.54,NA,NA,10.54,10.04,1.087,-1.21,0.9611,1.637,NW,0.004894,6,90650,7010000,69.24,80.57,88.51,1.619,2.796,NW,1050,118.5,2.086,0.7098,1.408e-5,3.341,1.545,3.578,1.903,NA,NA,NA,NA,2.735,2.353,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-26,203,21.5,16.79,NA,NA,15.35,13.72,1.423,0.3778,0.7623,1.263,S,3.984e-4,0,90230,10580000,38.95,64.33,83.45,1.286,2.366,S,727.3,62.94,2.115,0.7398,1.404e-5,3.401,1.543,3.579,1.908,NA,NA,NA,NA,2.747,2.357,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-27,203,20.74,15.7,NA,NA,11.5,10.72,1.681,3.789,0.605,1.265,NW,4.412e-4,1,90430,8674000,59.43,73.61,91.29,1.182,2.295,N,833.5,13.63,2.143,0.7722,1.4e-5,3.462,1.541,3.579,1.911,NA,NA,NA,NA,2.759,2.361,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-28,203,50.24,19.49,NA,NA,14.68,12.25,2.614,7.797,0.787,1.444,S,1.799e-4,0,90410,13020000,42.89,68.76,94.74,1.407,2.668,S,1736,14.21,2.17,0.8074,1.397e-5,3.526,1.539,3.579,1.913,NA,NA,NA,NA,2.771,2.365,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-29,203,50.1,19.64,NA,NA,17.65,12.93,3.805,6.941,0.9025,1.39,S,0.007261,1,90200,11560000,37.73,69.33,94.34,1.895,3.283,S,1531,28.4,2.198,0.8452,1.395e-5,3.592,1.538,3.577,1.912,NA,NA,NA,NA,2.783,2.369,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-30,203,6.688,5.628,NA,NA,8.242,7.748,1.123,2.433,0.809,1.092,S,0.01512,1,90340,2254000,73.2,87.1,95.07,2.829,3.66,S,484.6,171.9,2.226,0.886,1.394e-5,3.659,1.538,3.574,1.909,NA,NA,NA,NA,2.795,2.373,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-31,203,8.296,7.14,NA,NA,10.04,9.374,1.609,0.7368,0.7876,1.153,N,0.003133,5,90770,6674000,53.16,72.02,88.88,1.341,2.51,N,1246,16.34,2.253,0.9299,1.393e-5,3.729,1.538,3.57,1.903,NA,NA,NA,NA,2.807,2.377,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-01,203,13.93,11.61,NA,NA,16.78,14.74,3.381,1.172,0.7919,1.596,N,3.148e-4,0,90680,11510000,58.25,68.58,77.08,1.165,2.252,N,1094,10.8,2.279,0.977,1.394e-5,3.8,1.539,3.564,1.894,NA,NA,NA,NA,2.82,2.381,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-02,203,19.31,16.51,NA,NA,20.11,16.69,4.422,3.588,0.6626,1.429,N,1.991e-6,0,90180,14710000,52.97,65.56,78,1.158,2.211,N,1571,10.49,2.306,1.03,1.396e-5,3.877,1.54,3.556,1.882,NA,NA,NA,NA,2.832,2.385,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-03,203,24.5,20.44,NA,NA,25.6,18.8,5.525,6.307,0.7916,1.556,S,8.084e-7,0,90250,15610000,34.22,55.62,78.45,1.378,2.648,N,1722,15.84,2.333,1.091,1.4e-5,3.962,1.542,3.546,1.869,NA,NA,NA,NA,2.844,2.389,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-04,203,26.68,21.68,NA,NA,22.11,18.13,5.192,7.032,0.9002,1.476,N,2.304e-6,0,90950,15320000,40.59,58.46,78.48,1.481,2.632,N,1720,13.87,2.361,1.16,1.405e-5,4.054,1.545,3.534,1.854,NA,NA,NA,NA,2.856,2.393,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-05,203,25.81,21,NA,NA,15.91,14.87,3.842,7.649,0.8655,1.488,S,8.019e-7,0,91310,14610000,49.28,63.88,78.23,1.313,2.433,N,1071,13.17,2.388,1.235,1.412e-5,4.152,1.548,3.519,1.836,NA,NA,NA,NA,2.868,2.397,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-06,203,20,14.83,NA,NA,18.02,16.42,4.313,8.036,0.9254,1.394,S,2.172e-6,0,91550,16620000,41.78,63.02,93.87,1.367,2.259,S,1371,13.01,2.416,1.316,1.419e-5,4.257,1.551,3.503,1.818,NA,NA,NA,NA,2.88,2.401,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-07,203,16.95,11.91,NA,NA,21.76,16.36,6.197,9.873,0.9567,1.623,S,6.361e-7,0,91740,17430000,37.72,55.27,78.91,1.716,2.957,S,1477,14.02,2.445,1.403,1.428e-5,4.366,1.555,3.485,1.798,NA,NA,NA,NA,2.892,2.405,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-08,203,24.14,15.42,NA,NA,18.62,15.66,4.997,10.19,0.9945,1.707,S,6.361e-7,0,91550,17640000,38.38,53.78,78.85,1.425,2.656,NW,1756,11.12,2.473,1.495,1.438e-5,4.481,1.559,3.465,1.776,NA,NA,NA,NA,2.904,2.409,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-09,203,22.45,13.61,NA,NA,22.89,18.61,6.138,11.08,0.9863,1.677,S,0,0,91230,18040000,29.12,49.84,80.23,1.303,2.551,S,2115,11.62,2.501,1.59,1.449e-5,4.598,1.564,3.444,1.753,NA,NA,NA,NA,2.916,2.413,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-10,203,17.3,10.34,NA,NA,18.28,15.79,5.337,11.94,1.083,1.665,S,1.272e-6,0,91240,18970000,30.28,47.06,76.7,1.532,2.61,NW,2038,14.51,2.53,1.689,1.461e-5,4.72,1.569,3.422,1.729,NA,NA,NA,NA,2.928,2.418,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-11,203,16.03,9.422,NA,NA,15.8,14.61,4.795,12.67,1.097,1.755,S,0,0,91170,19600000,29.5,45.6,74.88,1.838,3.366,S,2379,12.23,2.559,1.79,1.473e-5,4.843,1.574,3.398,1.704,NA,NA,NA,NA,2.94,2.422,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-12,203,14.28,8.771,NA,NA,14.37,12.11,5.048,12.29,1.116,1.977,N,1.908e-6,0,90930,19770000,27.69,41.74,73.55,1.915,3.851,N,2165,13.92,2.588,1.894,1.486e-5,4.968,1.579,3.373,1.678,NA,NA,NA,NA,2.952,2.426,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-13,203,15.24,9.566,NA,NA,12.03,10.59,3.956,11.56,0.9421,1.843,N,1.604e-6,0,90440,19820000,28.07,41.38,60.08,1.562,3.17,N,2066,14.03,2.616,1.998,1.499e-5,5.095,1.584,3.347,1.652,NA,NA,NA,NA,2.964,2.43,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-14,203,18.55,8.311,NA,NA,11.13,10.14,2.662,9.699,1.275,2.1,S,2.576e-5,0,90390,21370000,19.13,43.15,74.8,3.32,5.266,S,2286,15.39,2.645,2.103,1.513e-5,5.222,1.59,3.321,1.625,NA,NA,NA,NA,2.976,2.434,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-15,203,15.03,8.412,NA,NA,7.53,7.045,1.352,7.214,0.7387,1.396,N,1.958e-4,0,91230,13660000,46.9,68.11,91,1.11,2.809,NW,939.2,11.6,2.674,2.208,1.527e-5,5.348,1.596,3.294,1.597,NA,NA,NA,NA,2.988,2.438,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-16,203,19.19,8.331,NA,NA,20.38,16.8,4.195,10.31,0.9,1.329,N,6.361e-7,0,91050,18160000,26.58,49.14,82.42,1.212,2.134,N,1081,13.05,2.703,2.312,1.541e-5,5.474,1.601,3.266,1.569,NA,NA,NA,NA,3.024,2.451,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-17,203,17.56,8.36,NA,NA,17.59,14.71,3.568,11.85,0.9381,1.526,N,1.272e-6,0,90780,20850000,30.33,43.61,67.32,1.36,2.671,N,1332,12.35,2.732,2.415,1.555e-5,5.598,1.607,3.238,1.541,NA,NA,NA,NA,3.06,2.464,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-18,203,20.24,10.16,NA,NA,13.64,12,2.799,13.55,0.9002,1.582,N,2.489e-6,0,90660,18830000,31.67,47.02,71.32,1.261,2.631,N,1322,12.86,2.76,2.515,1.569e-5,5.719,1.612,3.21,1.513,NA,NA,NA,NA,3.096,2.477,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-19,203,22.52,12.04,NA,NA,10.53,9.334,2.065,12.49,0.8821,1.459,N,0.001983,0,90390,15450000,45.34,65.46,92,1.462,2.643,N,1229,23.29,2.789,2.613,1.582e-5,5.838,1.618,3.182,1.485,NA,NA,NA,NA,3.131,2.49,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-20,203,12.5,9.937,NA,NA,5.844,5.358,0.6166,10.03,0.5798,1.08,NW,0.01573,1,90260,4369000,83.1,94.57,99.74,1.165,1.986,NW,370.3,22.98,2.817,2.707,1.596e-5,5.953,1.623,3.154,1.457,NA,NA,NA,NA,3.167,2.503,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-21,203,8.34,6.642,NA,NA,6.994,6.451,0.4061,8.434,0.7796,1.424,NW,0.00266,1,90370,6883000,78.88,89.72,99.74,1.349,2.182,NW,462.1,53.67,2.846,2.796,1.609e-5,6.063,1.628,3.126,1.43,NA,NA,NA,NA,3.203,2.515,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-22,203,12.16,7.426,NA,NA,11.91,8.905,1.286,10.2,0.7472,1.401,NW,3.978e-5,0,90710,20270000,39.98,62.39,94.07,1.669,2.559,N,1494,15.07,2.873,2.881,1.621e-5,6.168,1.633,3.099,1.403,NA,NA,NA,NA,3.238,2.528,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-23,203,15.79,10.11,NA,NA,14.94,11.61,2.243,10.99,0.9199,1.755,N,0,0,90840,20330000,40,60.76,88.72,1.323,2.584,N,1642,15.12,2.901,2.96,1.632e-5,6.268,1.638,3.071,1.376,NA,NA,NA,NA,3.274,2.541,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-24,203,18.85,12.65,NA,NA,13.36,11.4,2.159,12.91,0.8506,1.502,S,6.361e-7,0,90450,20010000,35.31,58.32,86.01,1.326,2.553,SW,1951,13.95,2.929,3.032,1.643e-5,6.361,1.642,3.045,1.35,NA,NA,NA,NA,3.31,2.554,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-25,203,13.42,8.361,NA,NA,13.01,10.62,2.04,13.04,0.8387,1.341,S,6.465e-4,0,89980,18700000,43.34,60.34,78.8,1.385,2.468,NW,1818,12.74,2.956,3.098,1.653e-5,6.447,1.646,3.019,1.326,NA,NA,NA,NA,3.346,2.567,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-26,203,10.28,7.217,NA,NA,5.196,4.278,0.5652,11.24,0.6739,1.68,S,0.009552,1,90030,14450000,62.04,79.54,95.42,1.237,2.785,N,1397,12.66,2.983,3.156,1.661e-5,6.526,1.65,2.995,1.302,NA,NA,NA,NA,3.381,2.58,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-27,203,9.271,7.009,NA,NA,7.553,5.959,0.4585,10.52,0.5443,1.03,S,0.00899,1,90220,9646000,77.8,87.75,96.31,1.117,2.186,N,1072,21.41,3.009,3.205,1.669e-5,6.595,1.653,2.971,1.279,NA,NA,NA,NA,3.417,2.593,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-28,203,7.35,5.206,NA,NA,4.727,3.722,0.2053,9.679,0.477,1.011,NE,0.01712,1,89990,8102000,82.05,92.8,98.9,1.467,2.516,NE,1032,16.2,3.035,3.246,1.675e-5,6.656,1.656,2.949,1.257,NA,NA,NA,NA,3.453,2.606,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-29,203,5.592,3.241,NA,NA,8.668,6.838,0.9342,11.34,0.7063,1.087,S,0.002481,0,89850,19140000,38.39,63.89,97.26,1.75,2.517,S,1846,14.89,3.061,3.276,1.68e-5,6.707,1.658,2.928,1.237,NA,NA,NA,NA,3.489,2.619,211,NA
STA-CH0033A,46.1603,8.93394,2020-04-30,203,6.732,3.97,NA,NA,13.72,11.69,1.153,8.501,0.8088,1.75,S,0.01137,1,89970,9454000,61.89,81.92,97.75,1.644,3.099,S,925.6,24.62,3.086,3.297,1.683e-5,6.747,1.659,2.908,1.218,NA,NA,NA,NA,3.524,2.632,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-01,203,6.128,3.991,NA,NA,11.46,7.798,1.533,8.707,0.7989,1.25,S,0.001183,0,89770,14740000,57.67,78.04,94.87,1.759,3.1,S,1325,17.05,3.111,3.305,1.685e-5,6.776,1.66,2.89,1.201,NA,NA,NA,NA,3.56,2.645,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-02,203,6.19,3.381,NA,NA,7.09,5.169,1.32,10.56,1.31,1.705,S,0.001894,0,89940,21110000,31.72,65.35,90.35,3.038,4.185,S,2144,35.07,3.135,3.303,1.686e-5,6.793,1.66,2.873,1.185,NA,NA,NA,NA,3.596,2.658,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-03,203,5.243,3.208,NA,NA,5.017,4.089,1.281,11.78,1.082,1.617,N,5.341e-5,0,90500,22110000,32.45,55.23,81.5,2.555,4.623,S,2085,16.23,3.159,3.29,1.687e-5,6.8,1.66,2.856,1.17,NA,NA,NA,NA,3.632,2.671,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-04,203,7.746,4.326,NA,NA,10.46,8.246,1.194,11.77,0.6186,1.473,N,1.087e-4,0,90800,15770000,52.77,65.63,82.15,1.35,2.976,N,1506,12.34,3.183,3.266,1.689e-5,6.795,1.659,2.839,1.155,NA,NA,NA,NA,3.667,2.684,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-05,203,9.927,5.558,NA,NA,14.15,11.93,1.66,12.42,0.7195,1.196,S,0.002505,0,90450,15550000,59.23,72.9,88.28,1.157,2.693,S,1063,10.96,3.206,3.233,1.693e-5,6.781,1.657,2.822,1.14,NA,NA,NA,NA,3.703,2.697,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-06,203,13.16,7.508,NA,NA,9.711,8.034,0.8616,12.97,0.8859,1.505,S,0.002751,1,90610,17720000,44.53,68.87,84.4,1.989,3.352,S,1623,38.28,3.23,3.191,1.698e-5,6.758,1.655,2.805,1.127,NA,NA,NA,NA,3.739,2.71,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-07,203,10.57,6.107,NA,NA,8.311,7.073,1.358,13.34,0.7396,1.561,N,5.197e-5,0,91150,20200000,45.47,66.16,94.95,1.515,2.556,S,1147,12.82,3.253,3.14,1.705e-5,6.726,1.653,2.788,1.114,NA,NA,NA,NA,3.775,2.723,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-08,203,14.26,8.389,NA,NA,11.44,9.299,1.033,14.53,0.8169,1.471,N,4.367e-5,0,91030,18500000,52.36,63.93,82.64,1.553,2.831,N,1373,13.93,3.276,3.083,1.715e-5,6.687,1.65,2.771,1.101,NA,NA,NA,NA,3.81,2.736,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-09,203,14.79,8.876,NA,NA,8.614,7.276,0.8134,14.68,0.9213,1.712,N,2.926e-4,0,90600,20450000,48.01,62.37,88.53,1.703,3.462,N,1391,12.96,3.299,3.018,1.729e-5,6.64,1.646,2.755,1.089,NA,NA,NA,NA,3.846,2.748,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-10,203,9.932,6.131,NA,NA,4.997,3.946,0.3746,12.41,0.4604,1.167,N,0.01387,1,90210,7903000,64.33,78.74,96.2,1.684,3.212,N,1045,40.22,3.321,2.946,1.746e-5,6.587,1.643,2.738,1.077,NA,NA,NA,NA,3.882,2.761,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-11,203,5.689,3.671,NA,NA,7.03,5.959,0.1767,10.01,0.6811,1.128,NE,0.04462,1,89500,5952000,82.72,92.94,97.92,1.922,3.731,N,599.2,23.21,3.343,2.869,1.767e-5,6.528,1.639,2.722,1.066,NA,NA,NA,NA,3.918,2.774,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-12,203,7.09,3.42,NA,NA,6.912,4.882,0.5191,11.35,0.8773,1.749,N,0.004585,1,89980,16200000,49.73,77.65,98.24,2.295,3.558,S,1136,82.92,3.365,2.788,1.793e-5,6.464,1.634,2.706,1.055,NA,NA,NA,NA,3.953,2.787,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-13,203,6.272,4.671,NA,NA,8.661,7.392,0.1429,10.22,0.5724,1.009,N,0.02345,1,90120,5775000,92.49,97.37,99.74,1.654,2.526,NE,338.5,44.14,3.387,2.701,1.824e-5,6.396,1.63,2.691,1.045,NA,NA,NA,NA,3.989,2.8,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-14,203,7.378,4.311,NA,NA,6.378,4.766,0.3699,12.47,0.7112,1.568,S,0.004955,1,89920,14380000,58.7,80.02,98.08,1.45,2.737,SE,1021,23.14,3.409,2.611,1.86e-5,6.324,1.625,2.676,1.035,NA,NA,NA,NA,4.025,2.813,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-15,203,9.735,5.114,NA,NA,6.926,5.743,0.2686,12.05,0.6033,0.9415,S,0.02216,1,90120,10350000,60.05,75.69,93.49,1.623,2.351,S,784.1,32.22,3.43,2.518,1.903e-5,6.248,1.621,2.662,1.025,NA,NA,NA,NA,4.061,2.826,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-16,203,6.973,3.941,NA,NA,5.579,4.217,0.5296,10.6,0.5468,0.9068,S,0.007573,1,90850,7008000,65.09,84.31,94.76,1.345,2.33,S,354.2,15.99,3.452,2.423,1.952e-5,6.171,1.616,2.648,1.016,NA,NA,NA,NA,4.073,2.831,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-17,203,9.569,5.241,NA,NA,3.673,2.535,0.2794,12.97,0.6637,1.193,S,0.00562,1,90870,15480000,55.77,82.08,98.47,1.299,2.604,S,1065,14.95,3.473,2.325,2.008e-5,6.091,1.611,2.634,1.007,NA,NA,NA,NA,4.084,2.835,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-18,203,11.5,5.556,NA,NA,5.482,3.764,0.6082,14.52,0.7248,1.257,S,0.002949,0,91060,20280000,52.48,76.89,97.01,1.044,2.111,S,1354,13.91,3.493,2.227,2.072e-5,6.01,1.607,2.622,0.9986,NA,NA,NA,NA,4.096,2.84,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-19,203,14.61,7.385,NA,NA,11.55,9.427,0.4611,15.23,0.7412,1.471,S,0.002337,1,90670,20500000,41.66,70.6,95.01,2.075,3.424,S,2058,31.92,3.514,2.128,2.143e-5,5.929,1.602,2.609,0.9904,NA,NA,NA,NA,4.108,2.845,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-20,203,10.14,5.046,NA,NA,8.66,6.816,0.4181,16.87,0.8171,1.398,S,2.134e-4,0,90610,19540000,38.11,59.72,90.59,2.53,3.982,S,1957,53.18,3.535,2.029,2.223e-5,5.848,1.598,2.598,0.9826,NA,NA,NA,NA,4.12,2.849,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-21,203,10.34,6.317,NA,NA,8.387,6.584,0.8126,16.73,0.6628,1.387,S,0.001988,0,90990,21530000,48.28,66.36,81.88,1.183,2.433,S,1624,17.44,3.555,1.931,2.312e-5,5.768,1.593,2.587,0.9751,NA,NA,NA,NA,4.132,2.854,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-22,203,15.49,9.666,NA,NA,10.71,8.765,0.9402,16.18,0.7722,1.307,N,2.044e-4,0,91410,17170000,58.52,75.42,90.78,1.077,2.116,N,1111,11.56,3.575,1.835,2.41e-5,5.689,1.589,2.578,0.9679,NA,NA,NA,NA,4.144,2.859,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-23,203,16.6,11.22,NA,NA,8.014,6.446,0.4835,14.86,1.141,1.732,S,0.0068780000000000004,0,91330,14320000,70.17,79.92,92.38,2.252,4.473,N,1011,12.31,3.595,1.741,2.518e-5,5.613,1.585,2.569,0.9609,NA,NA,NA,NA,4.156,2.863,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-24,203,5.909,2.975,NA,NA,2.811,2.112,0.3454,13.59,1.119,1.87,S,2.558e-6,0,91530,23660000,33.51,56.79,78.91,2.898,5.076,S,2390,91.97,3.615,1.649,2.637e-5,5.54,1.582,2.56,0.9542,NA,NA,NA,NA,4.168,2.868,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-25,203,5.592,3.166,NA,NA,4.761,3.682,0.9044,14.95,0.8187,1.653,S,6.939e-18,0,91580,24320000,35.54,53.78,69.51,2.549,4.521,S,1947,91.92,3.634,1.561,2.766e-5,5.47,1.579,2.553,0.9477,NA,NA,NA,NA,4.179,2.872,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-26,203,7.924,4.154,NA,NA,6.297,5.2,0.4656,15.08,0.9433,1.53,N,7.299e-5,0,91630,23110000,38.31,53.28,74.71,2.174,4.092,S,1934,84,3.654,1.477,2.906e-5,5.404,1.576,2.547,0.9415,NA,NA,NA,NA,4.191,2.877,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-27,203,8.35,4.349,NA,NA,11.36,9.542,1.242,13.82,0.6793,1.303,NW,5.5e-4,0,91820,16930000,52.09,63.87,83.49,1.077,2.219,NW,1323,14.77,3.673,1.397,3.058e-5,5.344,1.573,2.542,0.9354,NA,NA,NA,NA,4.203,2.882,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-28,203,9.971,5.37,NA,NA,11.95,9.82,1.026,15.42,0.5104,1.053,S,3.235e-4,0,91330,21820000,37.02,54.82,82.78,1.355,2.261,S,2102,20.34,3.692,1.323,3.223e-5,5.288,1.572,2.538,0.9296,NA,NA,NA,NA,4.215,2.886,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-29,203,9.309,5.59,NA,NA,6.395,5.398,0.3648,12.09,0.6813,1.44,N,0.002472,0,91050,17960000,57.5,67.68,83.08,1.565,2.954,N,1229,20.63,3.711,1.255,3.4e-5,5.24,1.57,2.535,0.9239,NA,NA,NA,NA,4.227,2.891,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-30,203,9.755,5.961,NA,NA,7.817,6.722,0.7435,11.62,0.5967,1.374,S,0.0119,1,90750,16430000,71.94,82.34,92.8,0.8924,2.235,N,1252,15.12,3.73,1.194,3.59e-5,5.198,1.57,2.533,0.9184,NA,NA,NA,NA,4.239,2.896,211,NA
STA-CH0033A,46.1603,8.93394,2020-05-31,203,10.02,8.088,NA,NA,6.096,4.993,0.4002,11.96,0.6681,1.123,S,0.003091,0,90670,15990000,61.75,79.26,94.49,1.02,2.143,N,1302,13.84,3.749,1.14,3.794e-5,5.163,1.57,2.532,0.913,NA,NA,NA,NA,4.251,2.9,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-01,203,10.48,7.702,NA,NA,7.873,6.594,1.624,13.91,0.7437,1.304,S,0.0011,0,90840,17600000,61.02,76.63,89.76,1.047,2.282,N,1425,11.93,3.768,1.094,4.012e-5,5.137,1.57,2.533,0.9078,NA,NA,NA,NA,4.263,2.905,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-02,203,14.06,9.193,NA,NA,7.741,6.374,0.5433,15.15,0.7337,1.418,S,0.002161,0,90550,21930000,47.74,75.28,99.63,1.137,2.383,S,2235,11,3.787,1.054,5.657e-5,5.117,1.571,2.535,0.9029,NA,NA,NA,NA,4.274,2.909,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-03,203,12.11,6.737,NA,NA,10.13,8.118,0.7237,14.15,0.8862,1.527,S,0.006241,1,89990,20600000,52.72,74.91,97.22,1.538,3.025,N,1658,12.07,3.807,1.017,1.001e-4,5.102,1.573,2.541,0.8986,NA,NA,NA,NA,4.286,2.914,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-04,203,4.753,3.569,NA,NA,7.976,6.889,NA,10.83,0.8075,1.263,NE,0.06102,1,89220,2754000,94.2,97.46,98.92,2.035,3.037,NE,672.3,66.61,3.827,0.9843,1.689e-4,5.09,1.576,2.548,0.8949,NA,NA,NA,NA,4.298,2.919,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-05,203,5.187,2.559,NA,NA,6.042,4.574,0.3941,14.25,0.9177,1.431,S,3.639e-4,0,89150,22270000,41.68,63.23,91.74,2.285,3.266,S,1900,14.81,3.848,0.9546,2.609e-4,5.083,1.58,2.558,0.8917,NA,NA,NA,NA,4.31,2.923,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-06,203,7.349,4.267,NA,NA,7.361,5.77,0.2751,13.96,0.7648,1.703,N,0.008704,1,89820,15600000,64.14,77.89,94.91,1.794,3.108,NE,1005,17.08,3.87,0.928,3.743e-4,5.078,1.583,2.569,0.889,NA,NA,NA,NA,4.322,2.928,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-07,203,4.099,2.393,NA,NA,4.736,3.68,0.2949,10.86,0.9025,1.419,S,0.06669,1,89780,3760000,81.2,91.98,98.01,2.51,3.926,S,375.7,28.45,3.892,0.9043,5.07e-4,5.077,1.588,2.583,0.8868,NA,NA,NA,NA,4.334,2.933,211,NA
